definition_key,defining_subtopic,slug,sha256,links
830-10 ReportingCurrency,830-10,reporting-currency,ebbdd9fac881bc7f424f7b6ab93236584c7745ba4f64b8a2edee324c7d778a00,9
830-10 ReportingEntity,830-10,reporting-entity,0494ea2fbbe39233ce2e0ee7cb3c49b50e0ab7e2a0b58ede775f3841d2b89799,10
830-10 SpotRate,830-10,spot-rate,c4011c6f56410e86f2f3ff04e135f0fde7c5a8631e2e58e58f948507f99f7f3c,15
830-10 TransactionDate,830-10,transaction-date,acfc7ea81f5aa370ba877aa4c4c71bd4c7efbe94658191465a7afaf320cf1ae1,3
830-10 TransactionGainorLoss,830-10,transaction-gain-or-loss,dc4b4eb8261d9e9984001679542f8a725a0dad07e7554d3d71a6a153398e3c51,8
830-10 Translation,830-10,translation,2083605e89aa7f5358937ef1d0b7f605ddabdaed573fc6810ec29b0eea0eb155,7
830-10 TranslationAdjustments,830-10,translation-adjustments,24faa07c61b7dac4eb56b97795f726453d410a1902caeaa740b8d7c654fce31f,8
835-20 Activities,835-20,activities,a08d8da43cb6e6cf8137bddd8305e74586ebb0c6168b7f1ba9a475a9ca94316a,6
835-20 CapitalizationRate,835-20,capitalization-rate,44cb104b210e5fddc19133d6edaf8d6249457424e49e1838ef732acd3cc15af4,1
835-20 Expenditures,835-20,expenditures,9d53620df1a00cdbe1bf124688481512839e3d97b7143bc5bf099801253d5caa,6
835-20 IntendedUse,835-20,intended-use,248f2d15f0799ce90d6b2b5cdb484b45308d508f98250899116f856b12b2c6ec,6
835-20 InterestCost,835-20,interest-cost,be290b7537d42fee4ca749b0e6f0fb9a8c7614aa7155a9ebb3ffc11ceceda422,11
835-30 Discount,835-30,discount,fdf163796501a695fd58196b284ec966802919c1dbd1c21113adeb111cce7a74,6
835-30 ImputedInterestRate,835-30,imputed-interest-rate,16ca9e877e67eb7e0c97bfab35c6d80bd6b39850ab35c8e32e3b6c44da884c92,1
835-30 InterestMethod,835-30,interest-method,efd39bb817e29ec634faea7dbbc0d0a62db85d912a1c8efdeea5eea28531fc79,6
835-30 Premium,835-30,premium,6a8a19b9cb91298e17728a2f44aeb002876d23f55fd957eb5383320e91471b6e,6
840-10 AdvanceRefunding,840-10,advance-refunding,ea05efa91bd9024315cbfb2f3a2a1ced6159274b364e56a9cde219659ed12850,4
840-10 DelayedEquityInvestment,840-10,delayed-equity-investment,19401071ac21960f40fc0576defb51f6f13b7dbffc848d8ffd8c33518e64fa84,2
840-10 DirectFinancingLeases,840-10,direct-financing-leases,ac82b8e5e68fcec57cf57d940c2d3226f48df22ac07b421bb95b96831e3ecd40,4
840-10 EstimatedResidualValue,840-10,estimated-residual-value,0e90378cc1faa9a599a42e45200d79ab111b87a66a1c513d68e3334ef96ad2ff,5
840-10 FiscalFundingClause,840-10,fiscal-funding-clause,a078a359d5fb1a5470ddee2644798c089a28b8bc875c0570bd5000c4a6106733,2
840-10 IncrementalBorrowingRate,840-10,incremental-borrowing-rate,3fb349e25255727d61a360c6ae21c85d11e4e06f2774ea1679c6b0bab53bbec4,3
840-10 Lease,840-10,lease,65621dd852e5815959ebb7fcb3b129eef451c9ba7ed57cd0d6cecbb7e7803876,145
840-10 LeaseInception,840-10,lease-inception,809b769fad79d293d1495e75eb05f6bb075f855bf6d30d35165610ee8d89759d,5
840-10 LeaseTerm,840-10,lease-term,8bab095121ce5a9468f20affe2a830da53ddeec6907fdecef15403efd6a23dd4,72
840-10 LeveragedLease,840-10,leveraged-lease,0ad160e4f92998ba61d6ed027ff811952dc1f5ea7014e3f2d3c93a24126bd010,34
840-10 Money-over-MoneyLease,840-10,money-over-money-lease,9f35373e735b6e769314fb4b98a4ff4df3a410d92ea79921396edcf8815a85d6,1
840-10 OperatingLease,840-10,operating-lease,efe4d3f81787b5f8a58d7663218b22e9823c97374498d76c076ed3402b2f4131,44
840-10 Penalty,840-10,penalty,facff27341a44389111229677021592c1c585add7d31271f3672c13a0b3bd4e8,3
840-10 Sales-TypeLease,840-10,sales-type-lease,1f5b04f6fd55a16431a82de2c59b83ae77a5cdbf1bb53e94eab8cf11df8db101,56
840-10 Sublease,840-10,sublease,8907b5beadb7418350464a0e20a81b67da4eff1fdd67181b4c5aefc4b9a48040,15
840-10 UnguaranteedResidualValue,840-10,unguaranteed-residual-value,9f799ebd41f7417d6e4414eb03fa444c4a91a260fc302e8537d94713c2aba0a3,1
840-40 Sale-LeasebackAccounting_01,840-40,sale-leaseback-accounting,ac82b8e5e68fcec57cf57d940c2d3226f48df22ac07b421bb95b96831e3ecd40,1
845-10 Exchanges_orexchangetransactions_,845-10,exchange,0293b8cca9b33ea20896dd418693927919a0c64b491546fd1a6a0ece5361259c,35
845-10 JointVenture,845-10,joint-venture,d40cad3999669a89f7bb6f0a09b4350742f5193388cb5131884d241abc666097,69
845-10 MonetaryAssetsandLiabilities,845-10,monetary-assets-and-liabilities,af0869bce2b5f151f86546e95f8a75ef23a7657f14026b901e9494f12efb3c84,1
845-10 NonmonetaryAssetsandLiabilities,845-10,nonmonetary-assets-and-liabilities,79eb1e9f1c0fa87464705bacd3245713c1988bde83df67d4c31a5d541b973128,7
845-10 NonreciprocalTransfer,845-10,nonreciprocal-transfer,2d6932cad98b7a64fd4e88ff8ec05ea7a1edb5bd03da161d6326b346aec3e046,26
845-10 ProductiveAssets,845-10,productive-assets,e754d85eaeae2b9a108ddf532a3df551b5ef7f2dd043bf0a9e287eca744c8b0f,1
845-10 Split-off,845-10,split-off,764b686f9d4a40a438535bafa53d21ea8fde23a21b3a91d378ebe78ec4a34d08,1
850-10 Affiliate,850-10,affiliate,e7a52d006dcb44988a3913e8611c61194b534abab36be70b6cb8af480b8f5885,39
850-10 Control,850-10,control,12544afa9c7ba413c1b6fcfe6d61bb90639636d8a30bfa248f1a6025936273fa,4
850-10 ImmediateFamily,850-10,immediate-family,d0aef0fa3a27efca414af09bccc9cad8000e2950e5ebc8840c76a6052fa76503,1
850-10 Management,850-10,management,b86762e46c343e7bc641388eebb11b76f76843170a3803cfab0016f15525451d,3
850-10 PrincipalOwners,850-10,principal-owners,8b0d05545c2b18f8ecc99e254468a366488a0bd84b1dfcb16b3d36518150efa9,1
850-10 RelatedParties,850-10,related-parties,71a468b605d984bca6c22d39c0c96ea58738136d75ad6323719270943d58bcaf,38
852-10 AbsolutePriorityDoctrine,852-10,absolute-priority-doctrine,9b6a10a37c6309531e4e7859b04e37241df19a8c069c051ab9e073469da4c769,1
852-10 AdministrativeExpenses,852-10,administrative-expenses,62ae43bf4c09978d8acd505e3fbb0a8dfaa3ab313e1ec6d522e3fcaa8a47dbd5,1
852-10 AllowedClaim,852-10,allowed-claim,25e5a50424d56bb089584dd5771bd07de6da0739c548caa4ec390a77ba1f47e0,3
852-10 AutomaticStayProvisions,852-10,automatic-stay-provisions,aa3577ed49ae9738e52fa2a2b50c00af4ea74a50d1bdafe34b7f15689c956f19,1
852-10 BankruptcyCode,852-10,bankruptcy-code,a480387e78b0945e742de2123f055cf82b5e1e3160fd46f26fd82c161d40ec9e,5
852-10 BankruptcyCourt,852-10,bankruptcy-court,8bff9e9ff0eaf789f623e300f5b1d417de8edd73232dd1bb89047d486b2156ff,3
852-10 Chapter11,852-10,chapter-11,8ca5497d4160cde8bacf82bdaa082bc689dc92211627a288bdeb0c8be3b9d9a1,9
852-10 Chapter7,852-10,chapter-7,08af494775054d830ea697ac0676d228ddc0c8fe59b38d4b2db62defa0e3242c,1
852-10 Claim,852-10,claim,1b989c607822105a5cbe8661f3a0053e171d845906818301f94f216ddcc216b7,3
852-10 ConfirmedPlan,852-10,confirmed-plan,fa116a75b7277dd790746b7cd643c2ed035f94dcdce1462d48aa260c4baa2b70,3
852-10 ConsentingClasses,852-10,consenting-classes,25e8110e6ab21bc4608f8340424adb61a4b42b734f5e0e134f34331242cb1ad1,1
852-10 Cram-downProvisions,852-10,cram-down-provisions,3cc6d512c519266e4f0692cb63cd260624a85a1f9a1772ecdb956962133f82ca,1
852-10 Debtor-in-possession,852-10,debtor-in-possession,e2516d97e5f427922747224e24fc34e0480ca888444603179d87f479c2e48fce,1
852-10 DisclosureStatement,852-10,disclosure-statement,b82b85c1e4720ac6bb2ad7a03a8aaba977bbb7c88f9d19da1ed73bcb8826c98d,1
852-10 EmergingEntity,852-10,emerging-entity,72fc78bf6cb02a421acd111435b7a8d9075a5c53bd21aeaef8c17825b42b40ef,1
852-10 ImpairedClaims,852-10,impaired-claims,2087613c62cd2c6029ee25306324742e8903552faf39c282c52d2d5ea01ff9f9,1
852-10 NonconsentingClass,852-10,nonconsenting-class,08c3a9fa4d4917f78109a3f2237ceb05cd9214710bce024a4d2008272f9613a4,1
852-10 ObligationsSubjecttoCompromise,852-10,obligations-subject-to-compromise,4d61c664b58a08d39ab8e1d107ac3d4084cba57b8708ebcdb37a23061bc97c39,1
852-10 Petition,852-10,petition,5bb060cb7306adf574090132ae082883e6f487376126dac851f8a61abaf1b1de,5
852-10 Plan,852-10,plan-of-reorganization,e3637c1164632534e578f5e63a7643569ae5b57b2846a3c54766a71de57735ae,3
852-10 PostpetitionLiabilities,852-10,postpetition-liabilities,53d3ab6912df4bf34779048d3c988ded5f697a03ba23ac54621096a11efba848,2
852-10 PrepetitionLiabilities,852-10,prepetition-liabilities,9573d09ea2ea015f454dca6fd5898b188e000dd6d71b03415ae80fb9c1373590,1
852-10 ReorganizationItems,852-10,reorganization-items,1c4d76d5e1d81c754933151b894f7e96c663524a20fc03edbbf142c02bf1fec7,1
852-10 ReorganizationProceeding,852-10,reorganization-proceeding,3d6ea31fec06a9f8e4dc8499ea3459899b67230492da3c1023fab10786ed51e5,5
852-10 ReorganizationValue,852-10,reorganization-value,62620d197e6801e18a8ea81b8585fd54dba3faca57bcf8ba64082d226a2796ab,3
852-10 SecuredClaim,852-10,secured-claim,fda2c29ac61ce4e082319b2b66048afa06ee6e3e362fb74ad9b8d8592a921da1,2
852-10 TerminalValue,852-10,terminal-value,6c1059b9f3fe9a318a20dd3e5e6b5438e20483bead0f6edb1691b84e9cf050fc,1
852-10 Trustee,852-10,trustee,31057715061dcb1667d3e85b886bc8bebb90bd97e9f5ea7560e3048bbab838a5,4
852-10 UndersecuredClaim,852-10,undersecured-claim,2dd56f7428265e2ab38208945aac1be0ee7af9c26fd3af5934417253952a373b,1
852-10 UnsecuredClaim,852-10,unsecured-claim,03e0114c37dfd6340f01621ed7dd8e20c55fa68386b50b46d6f1e4f4e4f66ac4,1
860-10 Agent,860-10,agent,3b0acea64d96d134e69958662d0a8344224f3145c424d7afae423eeb9b49e434,8
860-10 AttachedCallOption,860-10,attached-call-option,5e67960d1fc115438a19247dee2d61ce62d9aee93973458305aaf415c9f5b7d0,1
860-10 BeneficialInterests,860-10,beneficial-interests,6232ac31a4a529e272aedd0a12bf23901fec12a72a3344095ff304b5ca6d4d2d,28
860-10 CleanupCallOption,860-10,cleanup-call-option,6728a35d74a91e17c0d7050beb36b008a6930e6075d57f001b7abe9bf93d6b25,2
860-10 ConsolidatedAffiliateoftheTransferor,860-10,consolidated-affiliate,c91b2d7661632d52cb36d7a297c13610bb1645da03381c990e24aa95a6de3bd6,7
860-10 ControlledAmortizationMethod,860-10,controlled-amortization-method,3504781cb1041f26f2f85459446cd46e7af195efac9c7e09162a1c527c4d95a2,1
860-10 Derecognize,860-10,derecognize,a07eef686ae43aacea0d7df9a6e27b5c759a0f11843cec9c43f19e339dac5d17,6
860-10 Dollar-RollRepurchaseAgreement,860-10,dollar-roll-repurchase-agreement,407a1ab74643dfccc698c25b44692818fc736043cc56ddd00f1838b28e70a8f6,1
860-10 EmbeddedCallOption,860-10,embedded-call-option,1114b12a4d45abe9848c68c0b587173aa4147a3d80132f2d0be2ec325d1619c7,1
860-10 EquitableRightofRedemption,860-10,equitable-right-of-redemption,bd75b8b51871bddd382b06dde79b4669d66e0233f69fceaa4fa0c3580d505dad,1
860-10 FinancialAsset,860-10,financial-asset,fcbe5e25c89ee812f36bc57bbfdfbf70520690c232f6f2010376311a87fbb1fb,97
860-10 FixedParticipationMethod,860-10,fixed-participation-method,0ebac07722cc2f26ba216bd2dda791fcf8af9b8a2200a338be5e0c29185526b3,1
860-10 FloatingParticipationMethod,860-10,floating-participation-method,3bd5a1cfb5fb69c9655fe2b92f6512ce183ee60a63843d9359e06afc7e96d701,1
860-10 FreestandingCallOption,860-10,freestanding-call-option,6ef3309925309ab29228ae706a8c8e747a00ff93d577e6d2dc1a4b4b176675ff,2
860-10 GovernmentNationalMortgageAssociationRolls,860-10,government-national-mortgage-association-rolls,b5b56abe13019e9154f1b4fb296fc908cdecee357369f0754f86c49d3a2f35c4,1
860-10 LiquidationMethod,860-10,liquidation-method,e5a1686b8240fc705c257d6c82ede511772d2aa34edc2bb67551ee1a07850723,1
860-10 LoanParticipation,860-10,loan-participation,1f6c48c41b74015fde254bda540c42525fa7732d030b7d1a004a5f3c619995e4,6
860-10 LoanSyndication,860-10,loan-syndication,9fb6a8b92c4e91bc52ac8654bd601decd8e757979c10f72d77246135df514273,5
860-10 PresetParticipationMethod,860-10,preset-participation-method,15cfc6cda00a597ec67c4ba7cd69d59c7003ad1ae4a3e1ba2cb8b410bb82f7f0,1
860-10 Revolving-PeriodSecuritizations,860-10,revolving-period-securitizations,f0c3c746c8b55a5f6b2e0923da42217fb8d8b1d12e2795900bada605feefadfb,3
860-10 Securitization,860-10,securitization,1e6ca81cc1c10f880295f43dd106fe5432791ad97a65bd0880c25fb3751e81c1,7
860-10 Seller,860-10,seller,caf20be8b0e73740959db2eea53aecd08d2494c462e12c7ab40b4edd5e98598d,4
860-10 Transfer,860-10,transfer,15af2e9c1d73d8a2cb97890b68d4bafeb9ed6f7045cb301329a584cd1e30e645,23
860-10 Transferee,860-10,transferee,2b5aaa81ff721e34da79d4cc49c693c44b7881647e0e824314f2714376f8276e,17
860-10 Transferor,860-10,transferor,10186286238836b9393dc69985debb8de3cb249bf1b0b49f2864a468a7bf6b48,20
860-10 UnilateralAbility,860-10,unilateral-ability,977e269c3318d427de3dc028fe62d26510da0cdb5d4435ab082e7a0bcedbeb14,2
860-20 Interest-OnlyStrip,860-20,interest-only-strip,42a8c3b93749c07e229c89a8376ac750fc5ade1ec8d7e65b9fb92a48abe4edc0,3
860-20 Proceeds,860-20,proceeds,f67f5fe6ec7dd0b4ce4122c144a8fc1883b4a04f26d2b79c4277ce48129ddea1,3
860-30 Collateral,860-30,collateral,35d2c2997a6b7b53c358e749e85253b05b9072e7af85cc46c7f0d0074bc2c264,12
860-30 SecurityInterest,860-30,security-interest,94a308b27d7c0314c140790255e0cc7d1b7a89b87a750adac5061bea2a843afe,1
860-40 DerivativeFinancialInstrument,860-40,derivative-financial-instrument,e9edb737700cb1985067fd2cfe90d6c79c87d92b175876f472034d64ced27c36,6
860-50 AdequateCompensation,860-50,adequate-compensation,a421ab22b94e1b6c42c9eff28d40b0705e710e0a3da76b12b42eac3198e344a9,3
860-50 BenefitsofServicing,860-50,benefits-of-servicing,3e43f45fe4098c5f13ca79af3bb91dec0b6d347c6e9936792670dff9f03c98e4,3
860-50 ContractuallySpecifiedServicingFees,860-50,contractually-specified-servicing-fees,f2d34790da96d7f6bbf32c90a2a60b8713df938ee15901da60a6e79dbfefdc9e,6
860-50 ProtectionProvisions,860-50,protection-provisions,1efb8dfa1c86cea52b8d6c645e7af75b960f91d77ea365d98a6cc021986042d9,1
860-50 ServicingAsset,860-50,servicing-assets,0b10d4e2f57688d6d445de7db64b9db502322236338ec909545069455ab0d334,8
860-50 ServicingLiability,860-50,servicing-liabilities,6c20b0607673a407266ae363d0eaa401ecdf005b709b8a1ecaa96d92be9aff9c,7
905-10 Advances,905-10,advances,0b397b0f55760ab907e4108d77f026f4315a2c46ec729a7a629a30d2b0dd35b4,1
905-10 AgriculturalCooperative,905-10,agricultural-cooperative,9b5ae61c112478f5f446d21ebd2c3002976e42cb12f245a6d20fbd3d71d0fba3,36
905-10 AgriculturalProducers,905-10,agricultural-producers,32ecb7ae15e3af7ab63131dcff7fa610f1aee74e4bfbb1da908c4af8b7528ea5,7
905-10 AssignedAmounts,905-10,assigned-amounts,5cd5931f74ab0b0602980619aab3bd09db5052d4c11524ec3daae7204dd5c878,3
905-10 BargainingCooperative,905-10,bargaining-cooperative,a9c4f7fea9c1ea0da9d18690ac97ddd11ea75193d8936ecd2b9fc47a1f8cc208,1
905-10 BreedingHerds,905-10,breeding-herds,d95f1cb11ddaa33c88b205375ec72ef4bdd8225730bca86e4aaf757388fe00cb,1
905-10 CashAdvanceMethod,905-10,cash-advance-method,6af002b66f57ea3b57d214482bf727c056a8f8acfefaf8062c765dd37e219ff3,1
905-10 CommercialProduction,905-10,commercial-production,f3075a8c40a5189378643893cf3bb898a5d8bfa34e8510674a15528200ae2265,2
905-10 CropDevelopmentCosts,905-10,crop-development-costs,d003bcd0d7d5ff0017b0afcba6cafb764d1c030866d7ad70563d8e9b482e2999,1
905-10 Crops,905-10,crops,980d8ec4979e2cfe1f39b5a9719ba29c56525420eb145bdacdaf5f78c1448e84,5
905-10 ExemptandNonexemptCooperatives,905-10,exempt-and-nonexempt-cooperatives,696f3f5630d5819fc9700a860ae7fa4ed25452d72f96e16756c492395a7ad5ba,1
905-10 FieldandRowCrops,905-10,field-and-row-crops,43f55a17422b0ec33109110ece3d65ffbd550b678c2b6be3adab78fd4398236c,1
905-10 FuturesContract,905-10,futures-contract,76ff10c34692e7f62f71dac7e0c0f0dc2bc99301b128626c73e5ab26d1e28c3a,1
905-10 Grove,905-10,grove,29a4d981e60fe25ab1da6e4e5a29334601d4186b20215f51f7598b1820f5af00,1
905-10 GrowingCrop,905-10,growing-crop,1664923839da55e1b52414d497ef5b1f17294fcecfc007969a05300021a7f6ef,1
905-10 HarvestedCrop,905-10,harvested-crop,f500b2f7ff20a895e42277c5307d90118760fd6b52ed15dbff658f9bdf43c2c0,2
905-10 Intermediate-lifePlants,905-10,intermediate-life-plants,4918d0076ded2dd4e7c740fd20274190a0b649f82c05c992f4ef3803b052947a,5
905-10 LandDevelopmentCosts,905-10,land-development-costs,bb3943ec56f7f476195367fa34ca574d08ba43d18d69fc45fab1309743959165,1
905-10 Limited-lifeLandDevelopmentCosts,905-10,limited-life-land-development-costs,aebafb53ecf0b22ec48d427fb4e11f12132080dbbd4bffd3f284cd2b2c321585,2
905-10 Livestock,905-10,livestock,a4bdd23b4f16d93f6a5d07dd58b595678972c65e27bef2f64d02f1b00ce19990,3
905-10 MarketingCooperative,905-10,marketing-cooperative,f815dd81af9e491b26643de457fd7833d7980bbb8e4003ea1aef85cc76daf3bb,1
905-10 MemberandNonmemberofaCooperative,905-10,member-of-an-agricultural-cooperative,bbcb79b9d2b4c788ac4743d268270c47db0a4a3a59d5055bc6c6b1ddef0455d5,9
905-10 NetRealizableValue,905-10,net-realizable-value,73987096479d15aef8b393ddd43f92cb26221071c40ecc5d729d1c80bfdcf73b,22
905-10 NonmemberofaCooperative,905-10,nonmember-of-an-agricultural-cooperative,f14d8e3f57053104ea7dadbdfc8ad1d5e7f1ec0e8a9f07c4a4b6555281f34198,9
905-10 Orchard,905-10,orchard,3d7f3676d25938f022e3b6ec8681650bc241f936f2108c02835b3a851bcccf8c,2
905-10 Patron,905-10,patrons,0a4a1a5cdbb3f9d286b200e723613c8ee548ce74634efd7d3b8a9c4287826e58,36
905-10 Patronage,905-10,patronage,ef820281bedbe64c362a665132252f88ae2927d9ceb5604200fd1306a28b0518,7
905-10 PatronageAllocation,905-10,patronage-allocation,c41419000121009453bfafff680fe7c4313a07e342bc46feb108d4d7a9d67319,1
905-10 PatronageEarnings,905-10,patronage-earnings,cdb5f8439068cdc940e82193be1a80b936cbd25365f55eb00cd063d91df09468,2
905-10 PermanentLandDevelopmentCosts,905-10,permanent-land-development-costs,aebafb53ecf0b22ec48d427fb4e11f12132080dbbd4bffd3f284cd2b2c321585,3
905-10 PoolingCooperative,905-10,pooling-cooperative,1838c44ce520b28c99cabfc518a02d4bdbbe6f74b7ab451bc37e58eaf725b28d,2
905-10 Pools,905-10,pools,8604d3fb7928558b204122dc1e8d03e2a11d37d698e040bc4f652753ead1a502,2
905-10 PriceAdjustmentTheory,905-10,price-adjustment-theory,3cb61eb91817fa9b68167ff780c89d42298952f9a72ab31b5565db78ced795d1,1
905-10 ProductionAnimals,905-10,production-animals,026ad479b02e2f3918aef027d67e352ec98f1730d397437f6a65cf9731e46664,2
905-10 Progeny,905-10,progeny,c7bd304737cec63fd1e158a54b2a7c0af6b964caabe3be2c9e035fe727a08614,1
905-10 Retains,905-10,retains,2de15e0bb53e3c901d17265d965d5bbff2117723575cd5ac1c8ecd7740dd59b0,8
905-10 RowCrops,905-10,row-crops,19bf247e4df0925d3e11bea64cbc7431e27a4d202fba73a7bdbcf76ef6ec08f0,1
905-10 ServiceCooperative,905-10,service-cooperative,fe9e0aeff041391e75cbc72b2e4be3a2b0cbe233bd5190102fcdc5c5dcad4dd7,1
905-10 SupplyCooperative,905-10,supply-cooperative,620b550671fba72b6520bd55bc55c3f1fd65cd979e629a051578250f53be2fd7,1
905-10 SupplyorPurchasingCooperatives,905-10,purchasing-cooperative,d96eba4e0e413b0cbde9a0b3e3dd27b2d26fa020ddabc4d8a95468d5a8dddc13,2
905-10 Vineyards,905-10,vineyards,5ddf969a7d1579f942c553cc1be621e68044475da628cbd68ed42a291221d9df,2
905-10 WrittenNoticeofAllocation,905-10,written-notice-of-allocation,0a4111f62255903896495f4dd51e8be41f796772ac6c8714046a538b44754377,5
908-10 AirCarrier,908-10,air-carrier,f6517489069c82cf80b29b9fbe2101cbe20c4bed32afaf75936bf6ee0b3ff246,1
908-10 Airframe,908-10,airframe,812d6b016e27693eff217b1bd95158fd713daeac6381ad4a27a8881e9e96ff5b,4
908-10 Airworthiness,908-10,airworthiness,94ed6173ca983d0d6cb72fb5dca89efb788224b81b329df4ab3b66a83db35271,1
908-10 ExpendableParts,908-10,expendable-parts,d1feb573363a5a8353ecd8cffbb7dc258b616a8888537485dddc88b4b7202967,3
908-10 SpareParts,908-10,spare-parts,f70bcfac2c55c681b350b864f95f85f8f4a05f9aee4c516a7ad57e18a922c348,3
908-360 AirframeModifications,908-360,airframe-modifications,5bf8d64e7d9f5156689358725c5124f33493b7d53ceacc1c1796c057ba7f45e0,1
908-360 RotableParts,908-360,rotable-parts,b15a64cb44a3418588a573b79034dbd961ca7924b9d9942625a06851310eae74,4
908-720 DevelopmentalCosts,908-720,developmental-costs,1b4ced64e40a9fc01e440d123b45e8783e125aab2c987f23463603b4093c5b68,2
908-720 PreoperatingCosts,908-720,preoperating-costs,4ada01301d9e5c805503a708613dcef892a34183ecb84535aafc39ef6c71d70e,2
912-10 AdvancePayments,912-10,advance-payments,882074579fa969fc432263dffb515743533d0b1012530e544451742139a53549,3
912-10 Cost-plus-fixed-feeContract,912-10,cost-plus-fixed-fee-contract,0aafb61695e16eb05688b6f2ff6884cde96a7a5c89f18c8e5a5f8e56f153804b,3
912-10 Subcontractor_sClaims,912-10,subcontractor-claims,7434cd3e97c349447632b4efa389c19e0859a6fcc09cc87a5e088658664caf0a,3
920-10 Broadcaster,920-10,broadcaster,ba10a39a0b048e777635ce2bd110c5fc95b05d90f8b1f6ff6f7385ccafbc5653,13
920-10 Daypart,920-10,daypart,30ab6577c465e0e047442bb1715af392d53b308efa1285871a58a107979b1c9c,2
920-10 LicenseAgreementforProgramMaterial,920-10,license-agreement,f23384481560593db417a0544825f3899e902f9189ed7f362bba0ced64c66324,22
920-10 NetworkAffiliationAgreement,920-10,network-affiliation-agreement,65ab127059a9aff2d43b4ab0d3faf15ab6e8872c4c8fd9b7c507ac0d2dbcfbd3,4
922-10 CableTelevisionPlant,922-10,cable-television-plant,268a8ed2ebc6a067f7a280123c0e089761c638dd2ef7eb95d9771f1f2e47c9c9,1
922-10 PrematurityPeriod,922-10,prematurity-period,cf3a220740961c08fbe03955d04e7230d94dd62f462e7d8aa8204e1f69592252,6
922-10 Subscriber-RelatedCosts,922-10,subscriber-related-costs,13a6cf984f4690752f4752ac06493309155bac3cf453a8cde93b75a3129532e6,2
924-10 BaseJackpot,924-10,base-jackpot,14b910f6336c03b5d00ca6ef9ca97e82c6e260afbc93323c8e91c075bc575c2f,3
924-10 Chips,924-10,chips,8b7e83f477aa417287c7c8a609d85a62c2dfbb18beb1f6cdbcdaee46d1e86ab1,4
924-10 SlotMachine,924-10,slot-machine,ccde12b460c6032930127822df5b803e92a957b6f2371a61e6db45b8fb1fbc94,3
926-10 ExploitationCosts,926-10,exploitation-costs,5f3ce4d19ce26c6e15fa9df687fef8d06ed52dc803242a0fde39595f7dc3a35e,6
926-10 FilmCosts,926-10,film-costs,d71e0e4e36c3a1f1420c12382d48c44a6194fb698c3cfbead7480d31d6727fc9,16
926-10 FilmPrints,926-10,film-prints,bbe520a5a5d7ef964a6d70d29f8b0fdd061a2998026ee818ba9120b792c3b4b1,1
926-10 Films,926-10,films,8e4882d52d3fc295e994998ac1c870b291dac8a2d3ea1448da84bd261ada98ef,10
926-10 Market,926-10,market,23a551b2575fff3843a73054067209066d9b74643d87d6a3df9ddd1677e2978f,4
926-10 NonrefundableMinimumGuarantee,926-10,nonrefundable-minimum-guarantee,242dc2464dece75b9ed1534d531da3d57c41ac02d3f71e3429ae91146167a65f,1
926-10 OverallDeal,926-10,overall-deal,2f9f2634d7daafdbdbe3c011ddf2bd0d449e56cf5c9c9cbe8f2a911837b29438,2
926-10 ParticipationCosts,926-10,participation-costs,3a052aca28041fe99981b95b5364dba635d81f56f4b40c05653da9a2775a8a09,9
926-10 Producer,926-10,producer,479a7537cf67a79595332d79bbaceddf53cc8013180f4b2d42a0ca51dd330da2,1
926-10 Revenue,926-10,revenue,feadb921dd8e8ec9ef36afbec648a9ee313fd883d9de293d74b50afc5c5d9e42,132
926-10 SetforProduction,926-10,set-for-production,949566716d21086a8608e4658ec4e7be4d3c43c201df19ba838a2cf7a138d7e8,1
926-10 SignificantChanges,926-10,significant-changes,bf6d9f897abb0094d26278372a42d7700cd1e25133d672ca9820da7e5d152c00,1
926-10 Territory,926-10,territory,bcc320cc9da02b20d2f6ba8c476291448fb067b21e405a6e40ffc0845b7c8c8c,1
928-10 AdvanceRoyalty,928-10,advance-royalty,587df8f824e383dd19b5b30c3e1d4c369e79d1828a4ea12ac2945da7e0f759d7,5
928-10 LicenseAgreements,928-10,license-agreements,0d8a4f6ff1cb3f33663396f028c666715ad4463228666f920ec527684a1d0d8b,5
928-10 MinimumGuarantee,928-10,minimum-guarantee,9bd6bcf0b95cc7ca9119c8647a4a8d243eba2d2d76726a7bf55ed140135723eb,6
928-10 RecordMaster,928-10,record-master,85d035ca3c12e7c3e6c982ebfb395c5576a7688ad1956bd4270ca0ea311f02e2,8
928-10 Royalties,928-10,royalties,efcf366f1d6d2ba9ebef093f8735fdc472d9a76d9e63f01745441ab469cac08b,7
930-10 MineralRights,930-10,mineral-rights,4f11034bc4e397b343003cf81063cdd4b1cecf7876d9f7150a3ef17c819ff7ec,3
930-10 MiningAssets,930-10,mining-assets,e9117b237cfca30e8a570782b46f460b0e6d0c4a5a373058af5f0977ede60cfb,1
930-10 MiningEntities,930-10,mining-entities,22d77582eb644c3a97a43fda9eba576cd559223695a933db7f62abb153640c32,1
930-10 ProbableReserves,930-10,probable-reserves,33519fbcab8b89f1e02996afc29964301db130ace81620388a7e4c51505d3092,2
930-10 ProductionPhase,930-10,production-phase,93af2aafffe7a0ed5002d58c9b0c5f3c955b3e980f946693845a20c40847590a,3
930-10 StrippingCosts,930-10,stripping-costs,9ff63f6d1f7142d547981ba1167d7f96eca59aa5b6334d336a443b4a9233797d,3
