definition_key,defining_subtopic,slug,sha256,links
440-10 Purchaser_sIncrementalBorrowingRate,440-10,purchaser-s-incremental-borrowing-rate,896027c3618a146a23337ade6fbebcac831ee19b7677a012404aca3523a20e98,1
440-10 Take-or-payContract,440-10,take-or-pay-contract,7573fb4b2514ce7c8f0a69cfecd3ca5814979d86b7cadddd1f72aa6ddf94cf14,5
440-10 ThroughputContract,440-10,throughput-contract,1234313179c7651f1a50c4ceec08778776bfce2f789372dce28a9c9c426f48f3,3
440-10 UnconditionalPurchaseObligation,440-10,unconditional-purchase-obligation,43f1e7ebc266184fee674e7fb00c50c08961e8fe1e4a485dd9a62b6a4976058f,9
450-10 GainContingency,450-10,gain-contingency,7387bb760c734e4b6acc423c3b9a6851fe62ac79630126b67b18a972127017c4,2
450-10 LossContingency,450-10,loss-contingency,87b13e0656b41e521bf8a9eefbaa4f017548e086dc376370b6d9a594c71e3ecc,13
450-20 Probable,450-20,probable,c68e9c28290dbfde1463d4f7f06b35759b0675762984c78e4f3d53f6b72ae16c,82
450-20 Reasonablypossible,450-20,reasonably-possible,dde159f0e9120300af7c84ca29e316660ce84645a000324588dd6fea2e0ab9f3,9
450-20 Remote,450-20,remote,65ca05647dd843cc4b98d75a1f6a7626ced2c5340fe5ce071c89619fa0038c16,10
460-10 CommercialLetterofCredit,460-10,commercial-letter-of-credit,0a99a51e7da55828cdea0df0c54fb14717a87b624c06bc05abcdbef774e34750,1
460-10 DirectGuaranteeofIndebtedness,460-10,direct-guarantee-of-indebtedness,90cd44f14738b0a1035085f26b4b8ca196b03eb87de6e8893c4c4f6da755a9c4,1
460-10 FinancialStandbyLetterofCredit,460-10,financial-standby-letter-of-credit,a81e3dcf20eb9c95ced96a7bf5cdf8384b6d2686e4d6b7b0a4be43ded7f902a1,2
460-10 IndirectGuaranteeofIndebtedness,460-10,indirect-guarantee-of-indebtedness,280e85c20da9c38116114adb84c768a718df3f95f0f612567c75d85006aaa1a0,5
460-10 MinimumRevenueGuarantee,460-10,minimum-revenue-guarantee,ada31380b57f8db862aa00845dd75fc9f594b4598581f8efa66c07a2a986a897,1
460-10 PerformanceStandbyLetterofCredit,460-10,performance-standby-letter-of-credit,6cc8f2dd7e59456eb5cf340af41f7d7f6077a9c661a066ff805e8158cf63c333,1
460-10 Underlying,460-10,underlying,ec43c7b290603f1b208687d789fc82fbcc8e88ac03765f5221655c721d776eec,20
460-10 Warranty,460-10,warranty,bdfc4a632f8dec1659603dac635ed86d5cf3f1c5c3bf26b1a353f41ec29b4fdc,13
460-10 WeatherDerivative,460-10,weather-derivative,e325d948f61363b226c5c53f18f38fb76ae5e349079900fa47c4183ed739615a,9
470-10 CallableObligation,470-10,callable-obligation,5b29245e4478ef2b5a32e98072fc163a3ae8b7734fdbef09c20f10bc25c3d132,1
470-10 Lock-boxArrangement,470-10,lock-box-arrangement,385d5c4a9dfd8629df6569caa851fc8ba53af58c870abd1389da11f94dd1e818,1
470-10 Long-termObligations,470-10,long-term-obligations,25ed63e6359ae31e4f61cc396063ba07fac4070c079bf2007b2ebfcc0683e44b,1
470-10 SpringingLock-boxArrangement,470-10,springing-lock-box-arrangement,89be1712e636540b7b723336947e81c28bee19a91c2693edb2108201889bf748,1
470-10 SubjectiveAccelerationClause,470-10,subjective-acceleration-clause,8c5154467f32b7989350fc6673838ee5b2d7c2b9b6e2776372e64689e633e4bb,2
470-10 Units-of-RevenueMethod,470-10,units-of-revenue-method,9df7bed9024a6d59cda0eaef864a078c0aaead226358d1bf140eb90cd157595c,1
470-10 ViolationofaProvision,470-10,violation-of-a-provision,2db7c76df91a6cae9dc4d6028e07761d4743ea2dc48c7c7c6e0a6a4afd0fc164,1
470-20 SubstantiveConversionFeature,470-20,substantive-conversion-feature,967ae5026b96c829e2f808bde32997b9923f9de53707472f625196e2ccb6b371,1
470-20 TimeofIssuance,470-20,time-of-issuance,b74ea6e0034e11f05cf718796d661124ee94b8488daf9f329de78f6691dcea6e,5
470-40 ProductFinancingArrangement,470-40,product-financing-arrangement,958b7532f229c72044534e69ef309c496983c34b0ed8e4b3d7fc988f8cdd92c7,4
470-50 In-substanceDefeasance,470-50,in-substance-defeasance,ca1fa6f71463bb64ad50f4467cd79eceb40bdd2e599a5e34a658cf5ee46f09ad,2
470-50 Line-of-CreditArrangement,470-50,line-of-credit-arrangement,e1bf49b1f46d397660cafbf686457eb6e554014e54b6b6206316638b2dee667e,8
470-50 NetCarryingAmountofDebt,470-50,net-carrying-amount-of-debt,ebff14969aefb913631629b2f7539a8512383e1b821335fe633f1637181e9a5c,1
470-50 PublicDebtIssuance,470-50,public-debt-issuance,3b3a4074200e6492a0cead68b9ffdf85f44a246509cea17be1265c7a887b8080,1
470-50 ReacquistionPriceofDebt,470-50,reacquisition-price-of-debt,95d2123355fb925d6d1281380e8f6cfbe1f983eecbf974a4c521e67c5d1462fa,2
470-60 CarryingAmount,470-60,carrying-amount,3cae3f0b82f718131d374aab60417dce471db3c0a821be689839012acba4bb93,5
480-10 EquityShares,480-10,equity-shares,7342fd8cbd8f1dc6bb22e5c037a854e6e796f672fb63e1eef0e600fb0fbc3438,3
480-10 FreestandingFinancialInstrument,480-10,freestanding-financial-instrument,5ea6c843d70d14597e1e087528c4e3ec7faba7d5b29234ae71d68adbfb80f746,9
480-10 Issuer,480-10,issuer,3c04436d835654437d608a1d0bba1d15ddeb3b13789e79299f0fd3a10711d369,6
480-10 Issuer_sEquityShares,480-10,issuer-s-equity-shares,7e9565dcb04cf05f1cfd4aa47ac1d17a564debe141ab03f843aa392b0e27e259,8
480-10 MandatorilyRedeemableFinancialInstrument,480-10,mandatorily-redeemable-financial-instrument,507b832a3230a93ffd726d21eb9b95511c63fc61a1472d4390123a25634bf7eb,7
480-10 MonetaryValue,480-10,monetary-value,cacbccbbc2830ad481ad49ee86237a54e4395f1a7a78a872045a06b0bac0806d,3
480-10 NetCashSettlement,480-10,net-cash-settlement,bebd3ef0858ab32718d95f7eba44ab07efb44ce639a164defdecb9e4fd758017,2
480-10 NetShareSettlement,480-10,net-share-settlement,34795adb1379841430f368d6589c008e01ac8cc59bd6bc1948d6da7baa04f1d8,2
480-10 Obligation,480-10,obligation,81fd2a533c7835f1d9b95b043bb7840afd9e2716abc5f40c9e4ea75c34faba1a,6
480-10 SecuritiesandExchangeCommissionRegistrant,480-10,securities-and-exchange-commission-registrant,67bbfda3336761997ad64c4fc67e4c298ec024b312f6183641f27458a6aaf95a,4
480-10 Shares,480-10,shares,e7b24ea7990a795039b7996703481d60f48d520b9deb4d5a7da420633a0f0b92,6
480-10 Transfer,480-10,transfer,22fe00249b9f6f88f56fe27494741e61cb4706cd2f66df8e5e260684a776dbdb,5
480-10 Variable-RateForwardContracts,480-10,variable-rate-forward-contracts,a1cff76d21a814f35b980a1b75d01444f6c8709496cf2b9898c3ff706307becf,1
505-10 Participationrights,505-10,participation-rights,d9abacd285beeb73363c2606b098962b25bff59794ddeb7e3e6bf1e714c196c5,1
505-20 StockDividend,505-20,stock-dividend,f57f2b18a646cc4e6d3133d4c0cd1ac67a7c7779d66a80839d9726fad22db36c,7
505-20 StockSplit,505-20,stock-split,a4c48b395ec9d21fc9bc0b74f6677dd2d84383d05253f88020daba2e7f6404bd,4
505-60 ReverseSpinoff,505-60,reverse-spinoff,80bc7d95684f48564ef2458faa1efa73b54516ace9a786a0e12c76200a4de0b5,3
505-60 Spinoff,505-60,spinoff,fac24a5f12dff2d96b8ee328f7ee91dd3ec7fb1aa7ba70b117ff7d54cf5c322c,3
605-20 ExtendedWarranty,605-20,extended-warranty,41bfc76aeabbadb4c6334767e3e79e60b7683cebe0aefe0487cd442ecbbda87a,3
605-20 ProductMaintenanceContract,605-20,product-maintenance-contracts,52d33c9c94204955e46f068b76f510871e3353dceb688451724ea3cbc03fef86,3
605-20 SeparatelyPricedContract,605-20,separately-priced-contracts,71f8f53e1f8ba65ddc9bf28bdb9cdd60d1dfb62146a0e5c439b741bc8d30ba2c,1
605-35 Contractor,605-35,contractor,3b344a4b6b96db89fe886b62477fef7912845999a8c8abad2df16589298dbf01,1
605-35 Cost-TypeContracts,605-35,cost-type-contracts,ffcb981def3eac7415d79ceb8394324e2896e8ab4749d2ea384f2809463047ae,3
605-35 Fixed-PriceContracts,605-35,fixed-price-contracts,a2db68ff3169ad7c31c233d6b7c26a38e84b15f5c6b717901171bf0fe2114e0b,2
605-35 Lump-SumContract,605-35,lump-sum-contract,4338533c42dd5cdcdfcc244ac0fccd02cba06cddddf9089ae93244bd8ed23fea,2
605-35 Time-and-MaterialContracts,605-35,time-and-material-contracts,2d33fbadf99ad93d51fa7de36384d56612bedbe7c9fbf44a1ad17fdfc4f4b4f5,3
605-35 Unit-PriceContracts,605-35,unit-price-contracts,1b5d37d7efaa511b3dcdf761dfad2f58edca2be71ac61dca063a3e634bd3f991,3
605-50 Cashconsideration,605-50,cash-consideration,c4bbf09663fa3bf90d69efb480eb960bb138c2feced6f50eb995f0010229f606,3
605-50 Reseller,605-50,reseller,4310ee4df031bbc5f89d2e222dea0990e3371bf2e685ae5434e8e6509b3cfbde,4
605-50 Vendor,605-50,vendor,3e672007529eb144c3248becc1441256e4a5b421fe0aef2e5f350f6523e22d7c,5
710-10 CompensatedAbsences,710-10,compensated-absences,2c90ed8c24ec2b05d79f7396dd17d1ec556dd4d765cf01dd83343788d7b6c5f3,2
710-10 RabbiTrusts,710-10,rabbi-trusts,4dfd23d33f36747ed7d413364d0d60c50d666da545a6ef255318f0e7fef66dff,3
710-10 SabbaticalLeave,710-10,sabbatical-leave,588d2507ad5256a67979a18a8b7d2316266a2dd643c4aa0492f7498a255470de,2
712-10 InactiveEmployees,712-10,inactive-employees,f58d22d22a29af25f8217a65d217fc0fa5af7d5be9221cc2cc03c4887bb52438,3
712-10 NonretirementPostemploymentBenefits,712-10,nonretirement-postemployment-benefits,b4e5fb02d1c0eac65cbee7487b874632a70b58434afb9cdebf7335f3e69f63a9,4
712-10 OtherPostemploymentBenefits,712-10,other-postemployment-benefits,c7a6cb09ca744a72fdb08d8402dca2708ce9bc723448429d39417b91d2c97954,5
712-10 SpecialTerminationBenefits,712-10,special-termination-benefits,76d02d4c28414b54416a64e3db550e6d9b89a8961a87562f2231eb4f82131a0e,2
715-10 EquitySecurity,715-10,equity-security,c72c7538d7755a2694296e6ecae83fd777da27d34cfed1b30cc17338bfee0ae5,2
715-10 NonpublicEntity,715-10,nonpublic-entity,cb7b3a2d2ef558ec4f2e42a63a8a7a2ecad8fa1b0e7cf058e70d9ff7a2bdcd9c,2
715-30 AccumulatedBenefitObligation,715-30,accumulated-benefit-obligation,2a66ba93541712b8f6412edfa4eb57584bc4e94f9c615b7d8b056f1868df7e2e,3
715-30 ActualReturnonPlanAssetsComponent_ofnetperiodicpensioncost_,715-30,actual-return-on-plan-assets-component-of-net-periodic-pension-cost-,2e4a28b2f0a5453e3d665b4e613c7dbe298ce5b379a8de1c5a46a57f8c91fb4d,3
715-30 ActuarialPresentValue,715-30,actuarial-present-value,1d3d291def50d020a81e91e270598d22a5e0ae1ae5624fd46f0a970f73dfd9e6,9
715-30 AnnuityContract_01,715-30,annuity-contract,ffd8db03711084b4f6d4330110707c000f32b730e5128539877df920e4bf928b,4
715-30 Benefit-Years-of-serviceApproach,715-30,benefit-years-of-service-approach,fd4cd318f3733b17983454a58c683973a897320e96871a08aa5b91f0bd3ac738,1
715-30 BenefitFormula,715-30,benefit-formula,2abe507ac5e8925bbc6e867511065d631f5e6815f9f673edef24d8a0f2f767ca,2
715-30 CaptiveInsurer,715-30,captive-insurer,98f6f3e8a815f2126ac16b7a08c051eeac94d97b513433c02a93a331a5b629b9,1
715-30 Career-average-payFormula,715-30,career-average-pay-formula,0c3baaf28c6ad47f59fe9c7d0837c52bb02a95002166688424fba197a1c924f0,1
715-30 Curtailment_01,715-30,curtailment,f479b1d2a570e22423c17446a3eb9e25532da8e2f996b3c531a3be98397d63b9,2
715-30 DiscountRate,715-30,discount-rate,6c17b9ca033748711a6c30738b39cba6080f5b7f20cb781c79412c3b71fdde6f,6
715-30 ExplicitApproachtoAssumptions,715-30,explicit-approach-to-assumptions,83c972bcf36690a7885eebead696e35034db1e180a4ebe7182f93fa8577d328b,3
715-30 Final-payFormula,715-30,final-pay-formula,174ee5f66f41279c8ede638d61ac25fccf31877f424153d09545499c04e15b25,1
715-30 Flat-benefitFormula,715-30,flat-benefit-formula,78ac9732d1a9b0ce7bdcce48ade69c89891a2f1760aafe8ea4e01bc039200ff7,2
715-30 Fund,715-30,fund,45230c8b369074e37174f9ce22992d1de75f8e889b487c0f58c02be0dd5b2da6,1
715-30 GainorLossComponent_ofnetperiodicpensioncost_,715-30,gain-or-loss-component-of-net-periodic-pension-cost-,abc5b6e943f7fd9dcc2c4f8cc5a8e357c191b4035f21224a5d43b472136bbf91,2
715-30 InterestCostComponent_ofnetperiodicpensioncost_,715-30,interest-cost-component-of-net-periodic-pension-cost-,018c7474a3f1e4ef208170253f1172998932b42653c675944bb1b87e75f60d9c,1
715-30 Loss,715-30,loss,08ac6f1ffc8562e3b748250798feb3f7dc79de244b6912118e5d091404e2d393,5
715-30 Market-relatedValueofPlanAssets,715-30,market-related-value-of-plan-assets,30b98c9a3796780fc9eb0270a27eb33246421361707f6d141fc4c720f28b6603,6
715-30 MortalityRate,715-30,mortality-rate,0deeb50f0cbb88334efb49c56568c5926ce31a9ce97fba9c3dbbc13286c4fe16,1
715-30 NetPeriodicPensionCost,715-30,net-periodic-pension-cost,90bb3189e886a54ad6e3420f1f231a4330cf8743ede62788700746f9fdb82be6,12
715-30 NonparticipatingAnnuityContract,715-30,nonparticipating-annuity-contract,cf0aabf55b3037446aa9981e330924f4710dc52fe53f4eb9337ccddb79107ba0,1
715-30 Participant,715-30,participant,0009567cba4751dc6c08beeb3dda9d61b99e9d68f45786e052e7ca25d45b2575,4
715-30 ParticipatingAnnuityContract_01,715-30,participating-annuity-contract,6d5f555428c5e500110e01f5ddf984f5a628eef9b705125f8b9f9411d3fe1655,4
715-30 PensionBenefitFormula,715-30,pension-benefit-formula,5ad6bd4ac595fe51704cc0d18b3e3631d2cd07ed55838ea3a2c8b4bcdaeee22b,1
715-30 PensionBenefits,715-30,pension-benefits,d08cd7b4bf8573c36cc77a9a89576a1ef36887a06005d67129f88bb7696e56c7,18
715-30 PlanAssets,715-30,plan-assets,e68f05fff22cc89ea6648c49e93d412e5b62197b3f024581d8ee028479823512,14
715-30 PlanCurtailment_02,715-30,plan-curtailment,88a6cc7cf0924d1fd6b431f78490306c89637cc16d5cf4e4d9fedf6410097e3b,8
715-30 PlanSuspension,715-30,plan-suspension,e9a1acadf8e746d2ee19e05160c31a0b51acca977101bee5095b1a9d003805dd,2
715-30 Plan_sBenefitFormula,715-30,plan-s-benefit-formula,2abe507ac5e8925bbc6e867511065d631f5e6815f9f673edef24d8a0f2f767ca,2
715-30 PriorServiceCost,715-30,prior-service-cost,a6e316b9dae97fac3cff652ce85979c0b54e7a6524039b7546cd5b5269b537a0,12
715-30 ProjectedBenefitObligation,715-30,projected-benefit-obligation,2997ff9740143e837b9d7844bc3916b9ca9cd9e6326858208352d96bf3d51ccc,5
715-30 Service,715-30,service,1193c20f24c5d79b8f5dd281b6dec595749ee3be1ded1d1be6bd7429f45a5e54,19
715-30 ServiceCostComponent_ofnetperiodicpensioncost_,715-30,service-cost-component-of-net-periodic-pension-cost-,70a97edcf0f8b7d0024557b2ac9d80a7d1c1bb120225e760e7815b58fd220cd6,2
715-30 Sponsor,715-30,sponsor,4d05f7678d69f05a50afd4ad26131663dc92c4cd2a7c23deb175f0276ee79c96,13
715-30 TerminationIndemnities,715-30,termination-indemnities,1b94c3b6c593257ad4b029ae8b92584e89a94b9f67a64fa25f90369855abde66,2
715-30 Turnover,715-30,turnover,7b870cf0503017153ac90fb429eda08eff19a26f385eadac588cc37028bd7ec6,2
715-30 UnallocatedContract,715-30,unallocated-contract,0536f3bdff23248b9620de250bff307be386c16aeb4ae3dced548f155e8e6e44,2
715-30 UnfundedProjectedBenefitObligation,715-30,unfunded-projected-benefit-obligation,261aacddfaca84c9f92a4285606fc4de271656177bde3df6d136141604334964,1
715-30 VestedBenefitObligation,715-30,vested-benefit-obligation,701e1f4e5fc6ae375dbc1efb58b812368d6436ddd030003f26ae1c6300a959ba,3
715-30 VestedBenefits,715-30,vested-benefits,c4aee3ba6fa4b7051a63360e67c8e05047a4af437c6ebfacf1e0ee33667ef7a8,11
715-50 MulitemployerPlan,715-50,multiemployer-plan,084e7e891ead97086c5f383140fd79976fc53ab9d014d62239e37d1b91528beb,5
715-60 AccumulatedPostretirementBenefitObligation,715-60,accumulated-postretirement-benefit-obligation,269a05645812a8d14141da3c2ce001b622049389e632edce646391eb4ed1505a,8
715-60 ActivePlanParticipant,715-60,active-plan-participant,70879c5f4640b430b44f320fdb68506edbe5e23e90041f60b92f981bdd0f0e1e,3
715-60 ActualReturnonPlanAssets_componentofnetperiodicpostretirementbenefitcost_,715-60,actual-return-on-plan-assets-component-of-net-periodic-postretirement-benefit-cost-,994ce0681e952a439e276d4410bd846595ec4ddbf3a083bb411a84dfe44ee2c0,1
715-60 Amortization,715-60,amortization,942f9668c352054a00518e40d2b1403d98623b96d5bd8930b8463107d28de948,11
715-60 AssumedperCapitaClaimsCost_byAge_,715-60,assumed-per-capita-claims-cost-by-age-,76749f582f2c36194658f007f22bc84485b1283ca600ff834fb32b5e68cc4f5d,1
715-60 Assumptions,715-60,assumptions,2eb630be88b0110e66d373a6670e12d236e43cbd06660130ab395d257b90ac46,5
715-60 Attribution,715-60,attribution,b1c296225c1720874cc3fc9ae25172c721b58c53e8491c928c6d22646708cde8,8
715-60 AttributionPeriod,715-60,attribution-period,d239089ee29c09ca3bbcc82a65abe8db48b58cedda26244d6956c8f8171339a6,2
715-60 BenefitFormula,715-60,benefit-formula,184fcf773a46b653653c8922135aacef6d5c45041eeb3bb50cd3685e16ad5204,3
715-60 Benefits,715-60,benefits,62a29995873f30c03d3702b6700179a366bd526910805b7862b2727e55e248c0,93
715-60 CaptiveInsurer,715-60,captive-insurer,98f6f3e8a815f2126ac16b7a08c051eeac94d97b513433c02a93a331a5b629b9,1
715-60 CollateralSplit-dollarLifeInsurance,715-60,collateral-split-dollar-life-insurance,1d5565c6857a54c47415dabee231d7c887947f30f24365ecc1671c6cb11d430a,2
715-60 ContributoryPlan,715-60,contributory-plan,6ad75a8f89e59a484e4ab2022028c3f11ca642bff776f5715aad9810122d7573,5
715-60 Cost-Sharing_provisionsoftheplan_,715-60,cost-sharing-provisions-of-the-plan-,6f4ea6dbeb4dd350b0f916261446f44db9a9a6f84bab49747f0fb9750e09a07f,1
715-60 CreditedServicePeriod,715-60,credited-service-period,5e634b2b6ea0bb713c04a7946fea61e07d7be45b217a6904800b280faf25c138,3
715-60 Curtailment_ofapostretirementbenefitplan_,715-60,curtailment-of-a-postretirement-benefit-plan-,2200626ac6e9e4dfef5d7c04eedf611b8711bebf926eedec747d6d16b4731e94,3
715-60 DependencyStatus,715-60,dependency-status,f68d89c7685bd5a338d2db68c4ec3a9dabd776e9ed97818111cfe0efca4c3b47,1
715-60 EndorsementSplit-dollarLifeInsurance,715-60,endorsement-split-dollar-life-insurance,e649c4df672046eef7d57636e1ceccd7c5726395f186fea441aeac537705ace2,4
715-60 ExpectedLong-termRateofReturnonPlanAssets,715-60,expected-long-term-rate-of-return-on-plan-assets,b2e7ae658c0778b18245b65e254cb10c39ab0a3ed25d8c36bff4a4c08a4cb3a0,4
715-60 ExpectedPostretirementBenefitObligation,715-60,expected-postretirement-benefit-obligation,76b491f8b14297ab8a4cf7e67e6d4096f88dbae9e1eee8194028c1e3a524dbcd,3
715-60 ExpectedReturnonPlanAssets,715-60,expected-return-on-plan-assets,088b02643a1a81e4e45b541feb1fc148288eda8ae53af255bf580514fee08152,6
715-60 FullEligibilityDate,715-60,full-eligibility-date,07b1dcbcd243c8497affa251626e0449ab156a5e7427e9fa8a58a102b2a3bf2d,6
715-60 FullEligibilityPlanParticipants,715-60,fully-eligible-plan-participants,933b8e0d789843b7f9e09a034ae3b68e5b0171942314bd81ac3e61e7c57fb1f0,1
715-60 FullEligibility_forbenefits_,715-60,full-eligibility-for-benefits-,039334def8b313f98924ffbcb88fc91e73120e6e70d14fe697cdfc1e478998a5,1
715-60 FundingPolicy,715-60,funding-policy,a234a03186954612c6ad87c24c0ec1197d422ea504f611abc70acf17852d4452,7
715-60 GainorLoss,715-60,gain-or-loss,433b7c9b1aa4c46fd703b40be0ee4f8ef2feb40c8f80da6e77157b4e73df1018,13
715-60 GainorLossComponent_ofnetperiodicpostretirementbenefitcost_,715-60,gain-or-loss-component-of-net-periodic-postretirement-benefit-cost-,662ac0ef637852d52f3f65c74fb71d69fc212d3b1783a19468a119c5541e3f20,1
715-60 GrossEligibleCharges,715-60,gross-eligible-charges,6800c39472436ec7a29f0bb642f5f23a3ac486654f52cd3010e8f4ebd76fa1c1,1
715-60 HealthCareCostTrendRate,715-60,health-care-cost-trend-rate,331ddb2006d042a3f7756dddf175b4fc677830406059b5189b319a778178ae11,3
715-60 IncurredClaimsCost_byAge_,715-60,incurred-claims-cost-by-age-,73ba8cda7c5e4abc60ae708d71ac06f4a42b5b6729ac410b2db864dbe07fc172,1
715-60 InsuranceContract,715-60,insurance-contract,9fc86158720de2ab6944cf215bdb22aaff812883bec04ea799f3cb94feb4c07b,3
715-60 InterestCost_componentofnetperiodicpostretirementbenefitcost_,715-60,interest-cost-component-of-net-periodic-postretirement-benefit-cost-,42157ef5c27eb0f650a6d34e6afd14882ce04a6da20cee535cb5cbc4b8ab622b,1
715-60 MedicareReimbursementRates,715-60,medicare-reimbursement-rates,044fb0d0c105e115a979dbbfbb8493c7a49085a5e4840042383ae6f5ad5944d9,2
715-60 Multiple-employerPlan,715-60,multiple-employer-plan,777ac581ae315b18a64bf0e86539d22acef5147bec989c7dc10c88bdccbfa925,5
715-60 NetIncurredClaimsCost_byage_,715-60,net-incurred-claims-cost-by-age-,ab9c6b8fa46cf878e6ee4098e460c21b5e7273f326f4a3f1c96347e67c959f6d,1
715-60 NetPeriodicPostretirementBenefitCost,715-60,net-periodic-postretirement-benefit-cost,a96162f47c3aaf21ca5a8ce86a36c3ffde709eaab5a6fa7d30fa13a028da3cb8,10
715-60 NonparticipatingInsuranceContract,715-60,nonparticipating-insurance-contract,b31f4113ff9f9c0d7b414b62e64e31504ec4df769056033ba4f85f14ce9e7681,1
715-60 ParticipationRight,715-60,participation-right,ad5f0b1746a2b5fe001c0d679d20855da8181d9867c54e8593176d0618357cf0,9
715-60 Pay-relatedPlan,715-60,pay-related-plan,49a84596b0d6b26655c5be06df02d0d7bbc14f5fc87c8178550fb1a2e8936f46,1
715-60 PerCapitaClaimsCost_byAge_,715-60,per-capita-claims-cost-by-age-,b6733d74f950d4024e34dcf365d4e694f5292b51eb488f8f91e5720e6e13af9d,1
715-60 Plan,715-60,plan,2674cd6fc038b711d46d5b971a7ea9740daa5785f3e9cda5d8d655cae6c795b6,11
715-60 PlanAmendment,715-60,plan-amendment,ddf50451d4bfd8fd5860e0b445519a871b87d283a09ced6b91c21d6f6bd18078,12
715-60 PlanAssets,715-60,plan-assets,b1792e77fbccee83526665c9c1bf9e47c1e17dc04c8a6687507938af9b1235e3,27
715-60 PlanDemographics,715-60,plan-demographics,24811cd561f46f82211bbd9510eae2933651e34755dbdc094893c815f4b1a847,1
715-60 PlanParticipant,715-60,plan-participant,37a391b5899c4b207f607cb29a4e18f1b65113094948e5809fcc5b5e7a7264ee,3
715-60 PlanTermination_02,715-60,plan-termination,ac41b1c93f23a4a8eb7ea4b9cbc8c6d4e949088b23ab888eb39a4cd8a2902612,7
715-60 PostretirementBenefitPlan,715-60,postretirement-benefit-plan,9a7b807b7187301ebcf2311973a6e4e1926af3ddb0f38e2a46f27ae0321e0b7a,6
715-60 PostretirementBenefits,715-60,postretirement-benefits,42e15e63fdf7fc679115bd375865fbe2f2ff4155c650c5e89476d3cb603f50a4,10
715-60 PostretirementBenefitsOtherthanPensions,715-60,postretirement-benefits-other-than-pensions,bfe5882113021c72faf7b0eee92280908c73cffbd3e1cbc7efe67ff6c5967eac,3
715-60 PostretirementHealthCareBenefits,715-60,postretirement-health-care-benefits,0aca58747a2512293d68a5cdeecac9a63b93825c75d6afe75e70bb87ea887437,5
715-60 Retirees,715-60,retirees,058f7c66b9c411a956751b0268d9dbfd733ba6e9ba59bb58046953ba89026e49,6
715-60 ServiceCost_componentofnetperiodicpostretirementbenefitcost_,715-60,service-cost-component-of-net-periodic-postretirement-benefit-cost-,353e50823b1880c016fb5ee8725198588e71bfef1a7796f5c0ecfb4ac80bd725,2
715-60 Single-employerPlan,715-60,single-employer-plan,1e764f5e9943a24595b34cecf27858c6d32b08b9e9d9f2f89e58c7c365f6da8e,8
715-60 SubstantivePlan,715-60,substantive-plan,b7b171db790d43859ba2a8600577cc37346f405b9c666cceb6fd5f33c43db9e3,2
715-60 TerminationBenefits,715-60,termination-benefits,55997514ac4633e46eb4e5a8459e74e536eb326fd4071689193bf02ce7bd6dca,12
715-60 TransitionAsset,715-60,transition-asset,a3fb1d74d02dedaeb04ae493a8d12304bcead15530bd593e461592a0eb30a996,3
715-60 TransitionObligation,715-60,transition-obligation,87745a24d59c41362db5372172768a69bf714d71f22eea42924d38d121a81567,4
715-60 UnfundedAccumulatedPostretirementBenefitObligation,715-60,unfunded-accumulated-postretirement-benefit-obligation,22a4626e15aaac1d52a78717287278173907dc258c22a37e07216a718a829a2d,1
718-10 Award,718-10,award,b3832acb1ccdedefdc452f5f9af894dff4a815fe0e6b1e23183dc45b99986480,29
718-10 BlackoutPeriod,718-10,blackout-period,b9e32966d91f5d36c1e5141570f11b53d9cbd45b6c1cd7ef567f8bd6fc167192,1
718-10 Broker-AssistedCashlessExercise,718-10,broker-assisted-cashless-exercise,3e95d1e3d4e5a5a4cb7dae5936938c7212e47af178d434bb82fb76eb8e1123ee,2
718-10 CalculatedValue,718-10,calculated-value,e5c6acd64e951798790843c95d76ce75265f03e7886fbefbb264b8e24f4bc2b4,7
718-10 Closed-FormModel,718-10,closed-form-model,64cde877df48809e53704c3392c5f31d57dd62bd3aa39856b6a48732df17974f,1
718-10 CombinationAward,718-10,combination-award,a5870f64b19cf71bf56d25dc3b7937805c7bd97de375e39b94620dec0cf38a34,1
718-10 Cross-Volatility,718-10,cross-volatility,62bdefb327cb1d694ca5cd800f27e4e61dfaf905709930206bd67b080ef250b8,1
718-10 DerivedServicePeriod,718-10,derived-service-period,429308f4021a15412afbf2257548978f7cd5ce8966b6a67f2d2676cc9eb72331,4
718-10 EconomicInterestInAnEntity,718-10,economic-interest-in-an-entity,52e6ba36dbc5f3b7875bed46ab96d71cbe8801bbe8e699e09898acf9b63bf7ec,1
718-10 Employee,718-10,employee,9382d3dd03726fb8c53026bf3c1399c556f9e1cc5f78947982c27a484d3bd022,29
718-10 EquityRestructuring,718-10,equity-restructuring,0e03f53c9a36b2b31217e33e4a27f6f3e9fd85560e80107e13eef25ac256522a,7
718-10 ExplicitServicePeriod,718-10,explicit-service-period,954d9f9bff9d2ae1d844dc2df87fa7d4f0f4b88037d8ddddc44527a7067d0cba,4
718-10 FairValue,718-10,fair-value,a5774b067ec524a79139e9e6dea630cd7652fa90fb489cc6d7b1ad0e017d8526,16
718-10 GrantDate,718-10,grant-date,63be9b88e2330ecd2872d00d4603c4e04b7eac735f183c7dc3815e7213048fb3,28
718-10 ImplicitServicePeriod,718-10,implicit-service-period,97be53df03e85d90e8e50f9e0a8710e7ea4dcb60fc93b502da569aa05e1fe3de,4
